insert into acnl_furniture values(1, 0, '? Block', 'unorderable', 'Fortune Cookie', 'orange', 'brown');
insert into acnl_furniture values(755, 0, 'Pave Chest', 'unorderable', 'Festivale', 'blue', 'white');
insert into acnl_furniture values(756, 0, 'Pave Clock', 'unorderable', 'Festivale', 'blue', 'brown');
insert into acnl_furniture values(757, 0, 'Pave Closet', 'unorderable', 'Festivale', 'blue', 'white');
insert into acnl_furniture values(758, 0, 'Pave End Table', 'unorderable', 'Festivale', 'blue', 'brown');
insert into acnl_furniture values(759, 0, 'Pave Lamp', 'unorderable', 'Festivale', 'blue', 'brown');
insert into acnl_furniture values(760, 0, 'Pave Sofa', 'unorderable', 'Festivale', 'blue', 'white');
insert into acnl_furniture values(761, 0, 'Pave Table', 'unorderable', 'Festivale', 'blue', 'white');
insert into acnl_furniture values(762, 0, 'Pawn', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(763, 0, 'Peacock Chair', 'normal', 'Timmy&Tommy''s', 'green', 'brown');
insert into acnl_furniture values(764, 0, 'Pear Dresser', 'normal', 'Timmy&Tommy''s', 'green', 'beige');
insert into acnl_furniture values(765, 0, 'Pear Wardrobe', 'normal', 'Timmy&Tommy''s', 'green', 'beige');
insert into acnl_furniture values(766, 0, 'Pendulum Clock', 'normal', 'Timmy&Tommy''s', 'none', 'none');
insert into acnl_furniture values(767, 0, 'Pepper Mill', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(768, 0, 'Phone Box', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(769, 0, 'Phonograph', 'normal', 'Timmy&Tommy''s', 'yellow', 'brown');
insert into acnl_furniture values(770, 0, 'Pickle Jar', 'normal', 'Timmy&Tommy''s', 'colorful', 'colorful');
insert into acnl_furniture values(771, 0, 'Picnic Basket', 'unorderable', 'Labor Day (NA)', 'colorful', 'brown');
insert into acnl_furniture values(772, 0, 'Picnic Table', 'normal', 'Timmy&Tommy''s', 'red', 'brown');
insert into acnl_furniture values(773, 0, 'Piggy Bank', 'unorderable', 'Savings', 'pink', 'beige');
insert into acnl_furniture values(774, 0, 'Pikmin', 'unorderable', 'Fortune Cookie', 'colorful', 'brown');
insert into acnl_furniture values(775, 0, 'Pinball Machine', 'normal', 'Timmy&Tommy''s', 'colorful', 'brown');
insert into acnl_furniture values(776, 0, 'Pine Bonsai', 'normal', 'Garden Corner', 'green', 'blue');
insert into acnl_furniture values(777, 0, 'Pine Chair', 'normal', 'Timmy&Tommy''s', 'beige', 'beige');
insert into acnl_furniture values(778, 0, 'Pine Table', 'normal', 'Timmy&Tommy''s', 'green', 'beige');
insert into acnl_furniture values(779, 0, 'Pineapple Bed', 'normal', 'Timmy&Tommy''s', 'yellow', 'yellow');
insert into acnl_furniture values(780, 0, 'Pink Velvet Stool', 'normal', 'Timmy&Tommy''s', 'purple', 'brown');
insert into acnl_furniture values(781, 0, 'Pipe', 'unorderable', 'Fortune Cookie', 'green', 'green');
insert into acnl_furniture values(782, 0, 'Pipe Organ', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(783, 0, 'Pipe Stool', 'normal', 'Timmy&Tommy''s', 'blue', 'gray');
insert into acnl_furniture values(784, 0, 'Pirate''s Armor', 'unorderable', 'Pascal', 'white', 'white');
insert into acnl_furniture values(785, 0, 'Planter', 'normal', 'Garden Corner', 'green', 'white');
insert into acnl_furniture values(786, 0, 'Plate Armor', 'normal', 'Spotlight/Wishy', 'gray', 'gray');
insert into acnl_furniture values(787, 0, 'Plum Bonsai', 'normal', 'Garden Corner', 'pink', 'brown');
insert into acnl_furniture values(788, 0, 'Podium', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(789, 0, 'Poinsettia', 'normal', 'Garden Corner', 'green', 'red');
insert into acnl_furniture values(790, 0, 'Polka-Dot Bed', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(791, 0, 'Polka-Dot Chair', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(792, 0, 'Polka-Dot Clock', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(793, 0, 'Polka-Dot Closet', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(794, 0, 'Polka-Dot Dresser', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(795, 0, 'Polka-Dot Lamp', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(796, 0, 'Polka-Dot Low Table', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(797, 0, 'Polka-Dot Sofa', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(798, 0, 'Polka-Dot Stool', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(799, 0, 'Polka-Dot Table', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(800, 0, 'Polka-Dot TV', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(801, 0, 'Ponderosa Bonsai', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(802, 0, 'Popcorn Machine', 'normal', 'Timmy&Tommy''s', 'red', 'beige');
insert into acnl_furniture values(803, 0, 'Pop-Up Book', 'normal', 'Timmy&Tommy''s', 'green', 'red');
insert into acnl_furniture values(804, 0, 'Portable Toilet', 'normal', 'Timmy&Tommy''s', 'aqua', 'white');
insert into acnl_furniture values(805, 0, 'Poster Stand', 'normal', 'Museum Shop', 'orange', 'gray');
insert into acnl_furniture values(806, 0, 'Post-Office Poster', 'unorderable', 'Savings', 'none', 'none');
insert into acnl_furniture values(807, 0, 'Pot Rack', 'normal', 'Timmy&Tommy''s', 'colorful', 'brown');
insert into acnl_furniture values(808, 0, 'Potbelly Stove', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(809, 0, 'Pothos', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(810, 0, 'Potted Ivy', 'normal', 'Timmy&Tommy''s', 'green', 'green');
insert into acnl_furniture values(811, 0, 'Potty', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(812, 0, 'Princess Bed', 'unorderable', 'GracieGrace (Spring)', 'aqua', 'aqua');
insert into acnl_furniture values(813, 0, 'Princess Cage', 'unorderable', 'GracieGrace (Spring)', 'white', 'white');
insert into acnl_furniture values(814, 0, 'Princess Chair', 'unorderable', 'GracieGrace (Spring)', 'aqua', 'white');
insert into acnl_furniture values(815, 0, 'Princess Chest', 'unorderable', 'GracieGrace (Spring)', 'white', 'white');
insert into acnl_furniture values(816, 0, 'Princess Clock', 'unorderable', 'GracieGrace (Spring)', 'aqua', 'white');
insert into acnl_furniture values(817, 0, 'Princess Closet', 'unorderable', 'GracieGrace (Spring)', 'white', 'white');
insert into acnl_furniture values(818, 0, 'Princess Curio', 'unorderable', 'GracieGrace (Spring)', 'white', 'white');
insert into acnl_furniture values(819, 0, 'Princess Dresser', 'unorderable', 'GracieGrace (Spring)', 'white', 'white');
insert into acnl_furniture values(820, 0, 'Princess Lamp', 'unorderable', 'GracieGrace (Spring)', 'aqua', 'aqua');
insert into acnl_furniture values(821, 0, 'Princess Sofa', 'unorderable', 'GracieGrace (Spring)', 'aqua', 'white');
insert into acnl_furniture values(822, 0, 'Princess Table', 'unorderable', 'GracieGrace (Spring)', 'aqua', 'white');
insert into acnl_furniture values(823, 0, 'Propane Stove', 'normal', 'Tent Camper', 'gray', 'gray');
insert into acnl_furniture values(824, 0, 'Puffer-Fish TV', 'unorderable', 'Chip', 'orange', 'white');
insert into acnl_furniture values(825, 0, 'Pyramid', 'normal', 'Timmy&Tommy''s', 'yellow', 'brown');
insert into acnl_furniture values(826, 0, 'Queen', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(827, 0, 'Quince Bonsai', 'normal', 'Garden Corner', 'red', 'blue');
insert into acnl_furniture values(828, 0, 'Raccoon Figurine', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(829, 0, 'Radiator', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(830, 0, 'Ranch Armchair', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(831, 0, 'Ranch Bed', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(832, 0, 'Ranch Bookcase', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(833, 0, 'Ranch Chair', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(834, 0, 'Ranch Couch', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(835, 0, 'Ranch Dresser', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(836, 0, 'Ranch Hutch', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(837, 0, 'Ranch Table', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(838, 0, 'Ranch Tea Table', 'normal', 'Timmy&Tommy''s', 'blue', 'brown');
insert into acnl_furniture values(839, 0, 'Ranch Wall Rack', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(840, 0, 'Ranch Wardrobe', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(841, 0, 'Range', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(842, 0, 'Raven Pole', 'normal', 'Timmy&Tommy''s', 'colorful', 'brown');
insert into acnl_furniture values(843, 0, 'Reception Table', 'normal', 'Museum Shop', 'white', 'white');
insert into acnl_furniture values(844, 0, 'Record Player', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(845, 0, 'Red Corner', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(846, 0, 'Red Vase', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(847, 0, 'Red-Snapper Chair', 'unorderable', 'Chip', 'red', 'red');
insert into acnl_furniture values(848, 0, 'Red-Tasseled Lantern', 'normal', 'Gulliver', 'yellow', 'red');
insert into acnl_furniture values(849, 0, 'Reel-to-Reel', 'normal', 'Timmy&Tommy''s', 'colorful', 'black');
insert into acnl_furniture values(850, 0, 'Refrigerator', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(851, 0, 'Regal Armoire', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(852, 0, 'Regal Bed', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(853, 0, 'Regal Bookcase', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(854, 0, 'Regal Chair', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(855, 0, 'Regal Clock', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(856, 0, 'Regal Dresser', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(857, 0, 'Regal Lamp', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(858, 0, 'Regal Sofa', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(859, 0, 'Regal Table', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(860, 0, 'Regal Vanity', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(861, 0, 'Regal Wall Lamp', 'normal', 'Timmy&Tommy''s', 'yellow', 'white');
insert into acnl_furniture values(862, 0, 'Resetti Model', 'unorderable', 'Groundhog Day (NA)', 'colorful', 'brown');
insert into acnl_furniture values(863, 0, 'Retro Fridge', 'normal', 'Timmy&Tommy''s', 'green', 'green');
insert into acnl_furniture values(864, 0, 'Retro Stereo', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(865, 0, 'Retro TV', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(866, 0, 'Reversi Piece', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(867, 0, 'Revolving Spice Rack', 'normal', 'Timmy&Tommy''s', 'colorful', 'brown');
insert into acnl_furniture values(868, 0, 'Rice Cake', 'unorderable', 'Girl''s Day (JP)', 'colorful', 'black');
insert into acnl_furniture values(869, 0, 'Rice Cooker', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(870, 0, 'Right Platform', 'normal', 'Timmy&Tommy''s', 'green', 'brown');
insert into acnl_furniture values(871, 0, 'Righty Desk', 'normal', 'Timmy&Tommy''s', 'blue', 'brown');
insert into acnl_furniture values(872, 0, 'Ringside Table', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(873, 0, 'Robo-Bed', 'normal', 'Timmy&Tommy''s', 'blue', 'white');
insert into acnl_furniture values(874, 0, 'Robo-Chair', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(875, 0, 'Robo-Clock', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(876, 0, 'Robo-Closet', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(877, 0, 'Robo-Dresser', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(878, 0, 'Robo-Lamp', 'normal', 'Timmy&Tommy''s', 'green', 'white');
insert into acnl_furniture values(879, 0, 'Robo-Sofa', 'normal', 'Timmy&Tommy''s', 'blue', 'white');
insert into acnl_furniture values(880, 0, 'Robo-Stereo', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(881, 0, 'Robo-Table', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(882, 0, 'Robo-TV', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(883, 0, 'Robo-Wall Clock', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(884, 0, 'Rock Guitar', 'normal', 'Timmy&Tommy''s', 'green', 'green');
insert into acnl_furniture values(885, 0, 'Rocket', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(886, 0, 'Rocking Chair', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(887, 0, 'Rocking Horse', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(888, 0, 'Rococo Bed', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(889, 0, 'Rococo Candlestick', 'normal', 'Timmy&Tommy''s', 'orange', 'brown');
insert into acnl_furniture values(890, 0, 'Rococo Chair', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(891, 0, 'Rococo Clock', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(892, 0, 'Rococo Dresser', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(893, 0, 'Rococo Lamp', 'normal', 'Spotlight/Wishy', 'beige', 'brown');
insert into acnl_furniture values(894, 0, 'Rococo Shelf', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(895, 0, 'Rococo Sofa', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(896, 0, 'Rococo Table', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(897, 0, 'Rococo Vanity', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(898, 0, 'Rococo Wardrobe', 'normal', 'Spotlight/Wishy', 'brown', 'brown');
insert into acnl_furniture values(899, 0, 'Rook', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(900, 0, 'Rooster of Barcelos', 'normal', 'Gulliver', 'colorful', 'black');
insert into acnl_furniture values(901, 0, 'Rope Partition', 'normal', 'Museum Shop', 'yellow', 'red');
insert into acnl_furniture values(902, 0, 'Rose Sofa', 'unorderable', 'Weeding Day/Leif', 'red', 'red');
insert into acnl_furniture values(903, 0, 'Round Cactus', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(904, 0, 'Round Clock', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(905, 0, 'Round Mini Cactus', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(906, 0, 'Rubber Tree', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(907, 0, 'S.S. Dolphin', 'unorderable', 'Fortune Cookie', 'white', 'white');
insert into acnl_furniture values(908, 0, 'Saddle Fence', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(909, 0, 'Safe', 'unorderable', 'Savings', 'black', 'black');
insert into acnl_furniture values(910, 0, 'Sailboat Model', 'unorderable', 'Explorer''s Day (NA)', 'white', 'brown');
insert into acnl_furniture values(911, 0, 'Salad Bar', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(912, 0, 'Samgyetang', 'normal', 'Gulliver', 'white', 'white');
insert into acnl_furniture values(913, 0, 'Samurai Suit', 'normal', 'Spotlight/Wishy', 'yellow', 'black');
insert into acnl_furniture values(914, 0, 'Sand Castle', 'unorderable', 'Club Tortimer', 'beige', 'beige');
insert into acnl_furniture values(915, 0, 'Sandbag', 'normal', 'Timmy&Tommy''s', 'red', 'gray');
insert into acnl_furniture values(916, 0, 'Sanshin', 'unorderable', 'Island', 'brown', 'brown');
insert into acnl_furniture values(917, 0, 'Satellite', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(918, 0, 'Sawhorse', 'normal', 'Timmy&Tommy''s', 'red', 'white');
insert into acnl_furniture values(919, 0, 'Scale', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(920, 0, 'Scarecrow', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(921, 0, 'School Chair', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(922, 0, 'School Desk', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(923, 0, 'School Speaker', 'normal', 'Timmy&Tommy''s', 'brown', 'gray');
insert into acnl_furniture values(924, 0, 'Science Table', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(925, 0, 'Sconce', 'normal', 'Timmy&Tommy''s', 'orange', 'brown');
insert into acnl_furniture values(926, 0, 'Scoreboard', 'normal', 'Timmy&Tommy''s', 'orange', 'white');
insert into acnl_furniture values(927, 0, 'Screen', 'normal', 'Timmy&Tommy''s', 'yellow', 'green');
insert into acnl_furniture values(928, 0, 'Sea-Anemone Bed', 'unorderable', 'Chip', 'red', 'red');
insert into acnl_furniture values(929, 0, 'Sea Globe', 'unorderable', 'Club Tortimer', 'aqua', 'white');
insert into acnl_furniture values(930, 0, 'Server', 'normal', 'Timmy&Tommy''s', 'white', 'black');
insert into acnl_furniture values(931, 0, 'Seven Lamp', 'normal', 'Spotlight/Wishy', 'white', 'white');
insert into acnl_furniture values(932, 0, 'Sewing Machine', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(933, 0, 'Shamrock Clock', 'normal', 'Gulliver', 'green', 'green');
insert into acnl_furniture values(934, 0, 'Shaved-Ice Maker', 'normal', 'Timmy&Tommy''s', 'aqua', 'gray');
insert into acnl_furniture values(935, 0, 'Ship Cannon', 'unorderable', 'Pascal', 'black', 'black');
insert into acnl_furniture values(936, 0, 'Ship Compass', 'unorderable', 'Pascal', 'brown', 'gray');
insert into acnl_furniture values(937, 0, 'Shogi Board', 'normal', 'Timmy&Tommy''s', 'brown', 'brown');
insert into acnl_furniture values(938, 0, 'Shogi Piece', 'normal', 'Timmy&Tommy''s', 'brown', 'black');
insert into acnl_furniture values(939, 0, 'Shopping Cart', 'normal', 'Spotlight/Wishy', 'gray', 'gray');
insert into acnl_furniture values(940, 0, 'Shower', 'normal', 'Timmy&Tommy''s', 'gray', 'gray');
insert into acnl_furniture values(941, 0, 'Shower Stall', 'normal', 'Timmy&Tommy''s', 'aqua', 'aqua');
insert into acnl_furniture values(942, 0, 'Silver Bug Trophy', 'unorderable', 'Nat', 'none', 'none');
insert into acnl_furniture values(943, 0, 'Silver Fish Trophy', 'unorderable', 'Chip', 'none', 'none');
insert into acnl_furniture values(944, 0, 'Silver HHA Plaque', 'unorderable', 'HHA', 'none', 'none');
insert into acnl_furniture values(945, 0, 'Silver HHA Trophy', 'unorderable', 'HHA', 'none', 'none');
insert into acnl_furniture values(946, 0, 'Simple Armchair', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(947, 0, 'Simple Kettle', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(948, 0, 'Simple Love Seat', 'normal', 'Timmy&Tommy''s', 'red', 'red');
insert into acnl_furniture values(949, 0, 'Sink', 'normal', 'Timmy&Tommy''s', 'brown', 'white');
insert into acnl_furniture values(950, 0, 'Siphon', 'unorderable', 'Brewster', 'brown', 'white');
insert into acnl_furniture values(951, 0, 'Sitar', 'normal', 'Gulliver', 'brown', 'brown');
insert into acnl_furniture values(952, 0, 'Six Lamp', 'normal', 'Spotlight/Wishy', 'white', 'white');
insert into acnl_furniture values(953, 0, 'Skeleton', 'normal', 'Timmy&Tommy''s', 'white', 'white');
insert into acnl_furniture values(954, 0, 'Skeleton Figurine', 'normal', 'Gulliver', 'white', 'black');
insert into acnl_furniture values(955, 0, 'Sketchbook', 'unorderable', 'Katie', 'red', 'red');
insert into acnl_furniture values(956, 0, 'Ski Rack', 'unorderable', 'Snowman', 'colorful', 'brown');
insert into acnl_furniture values(957, 0, 'Slalom Gate', 'unorderable', 'Snowman', 'red', 'red');
insert into acnl_furniture values(958, 0, 'Sleek Bed', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(959, 0, 'Sleek Chair', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(960, 0, 'Sleek Clock', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(961, 0, 'Sleek Closet', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(962, 0, 'Sleek Dresser', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(963, 0, 'Sleek Lamp', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(964, 0, 'Sleek Side Table', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(965, 0, 'Sleek Sideboard', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(966, 0, 'Sleek Sofa', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(967, 0, 'Sleek Stereo', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(968, 0, 'Sleek Table', 'normal', 'Timmy&Tommy''s', 'black', 'black');
insert into acnl_furniture values(969, 0, 'Sleeping Bag', 'normal', 'Tent Camper', 'green', 'green');
insert into acnl_furniture values(970, 0, 'Sleigh', 'unorderable', 'Snowtyke', 'red', 'brown');
insert into acnl_furniture values(971, 0, 'Slide Puzzle', 'normal', 'Timmy&Tommy''s', 'blue', 'white');
insert into acnl_furniture values(972, 0, 'Sloppy Bed', 'unorderable', 'Re-Tail/Police Station', 'aqua', 'brown');
insert into acnl_furniture values(973, 0, 'Sloppy Chair', 'unorderable', 'Re-Tail/Police Station', 'aqua', 'brown');
insert into acnl_furniture values(974, 0, 'Sloppy Clock', 'unorderable', 'Re-Tail/Police Station', 'beige', 'white');
insert into acnl_furniture values(975, 0, 'Sloppy Closet', 'unorderable', 'Re-Tail/Police Station', 'aqua', 'brown');
insert into acnl_furniture values(976, 0, 'Sloppy Dresser', 'unorderable', 'Re-Tail/Police Station', 'aqua', 'brown');
insert into acnl_furniture values(977, 0, 'Sloppy Lamp', 'unorderable', 'Re-Tail/Police Station', 'aqua', 'brown');
insert into acnl_furniture values(978, 0, 'Sloppy Sink', 'unorderable', 'Re-Tail/Police Station', 'brown', 'gray');
insert into acnl_furniture values(979, 0, 'Sloppy Sofa', 'unorderable', 'Re-Tail/Police Station', 'aqua', 'brown');
insert into acnl_furniture values(980, 0, 'Sloppy Stereo', 'unorderable', 'Re-Tail/Police Station', 'colorful', 'black');
insert into acnl_furniture values(981, 0, 'Sloppy Table', 'unorderable', 'Re-Tail/Police Station', 'aqua', 'brown');
insert into acnl_furniture values(982, 0, 'Sloppy TV', 'unorderable', 'Re-Tail/Police Station', 'red', 'brown');
insert into acnl_furniture values(983, 0, 'Small Igloo', 'unorderable', 'Snowtyke', 'white', 'white');
insert into acnl_furniture values(984, 0, 'Small LED Display', 'normal', 'Timmy&Tommy''s', 'yellow', 'none');
insert into acnl_furniture values(985, 0, 'Small Magazine Rack', 'normal', 'Timmy&Tommy''s', 'colorful', 'white');
insert into acnl_furniture values(986, 0, 'Small Space Console', 'normal', 'Spotlight/Wishy', 'colorful', 'gray');
insert into acnl_furniture values(987, 0, 'Small Spotlight', 'normal', 'Timmy&Tommy''s', 'yellow', 'black');
insert into acnl_furniture values(988, 0, 'Smoker', 'normal', 'Igloo Camper', 'black', 'black');
insert into acnl_furniture values(989, 0, 'Snail Clock', 'unorderable', 'Nat', 'brown', 'brown');
insert into acnl_furniture values(990, 0, 'Snake Plant', 'normal', 'Garden Corner', 'green', 'brown');
insert into acnl_furniture values(991, 0, 'Snow Bunny', 'unorderable', 'Snowtyke', 'brown', 'white');
insert into acnl_furniture values(992, 0, 'Snow Globe', 'normal', 'Limited (December 1 to 23)', 'red', 'white');
insert into acnl_furniture values(993, 0, 'Snow Machine', 'unorderable', 'Snowman', 'blue', 'blue');
insert into acnl_furniture values(994, 0, 'Snowboard', 'unorderable', 'Snowman', 'red', 'red');
insert into acnl_furniture values(995, 0, 'Snowman', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(996, 0, 'Snowman Bed', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(997, 0, 'Snowman Chair', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(998, 0, 'Snowman Clock', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(999, 0, 'Snowman Dresser', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(1000, 0, 'Snowman Fridge', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(1001, 0, 'Snowman Lamp', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(1002, 0, 'Snowman Matryoshka', 'unorderable', 'Snowtyke', 'white', 'white');
insert into acnl_furniture values(1003, 0, 'Snowman Sofa', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(1004, 0, 'Snowman Table', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(1005, 0, 'Snowman TV', 'unorderable', 'Snowboy', 'yellow', 'white');
insert into acnl_furniture values(1006, 0, 'Snowman Vanity', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(1007, 0, 'Snowman Wardrobe', 'unorderable', 'Snowboy', 'white', 'white');
insert into acnl_furniture values(1008, 0, 'Snowmobile', 'unorderable', 'Snowman', 'yellow', 'black');
